fileName,normalizedRatio,date,speed,iso,aperture,focalLength,widthFull,heightFull,fileSizeFull,width2k,height2k,fileSize2k,width3k,height3k,fileSize3k,width4k,height4k,fileSize4k,widthRaw,heightRaw,fileSizeRaw,place,themes,title,details
D5600_002510,standard,2019-10-22T18:46:26+08:00,1/40 s,800,5.0,35.0,6016,4016,"7,73 Mio",1920,1282,"721,12 kio",3000,2003,"2,35 Mio",3840,2563,"3,60 Mio",6016,4016,"27,45 Mio",jeonju,histoire;costume,Costumes de femmes,La location de costumes « traditionnels » (surtout féminins) est une véritable industrie dans tous les lieux touristiques d’aspect ancien.
D5600_002511,standard,2019-10-22T18:51:55+08:00,1/1250 s,800,1.8,35.0,4577,3051,"2,94 Mio",1920,1280,"339,01 kio",3000,2000,"1,39 Mio",3840,2560,"2,18 Mio",6016,4016,"26,31 Mio",jeonju,etrange;cuisine,Fhtagn !,Ces tentacules de calamar frits sont très bons. Le reste du calamar est caché par le sachet. Essayé en voyant une gamine en manger…
D5600_002526,standard,2019-10-22T19:14:51+08:00,1/30 s,3200,3.5,35.0,6016,4016,"7,67 Mio",1920,1282,"596,79 kio",3000,2003,"2,14 Mio",3840,2563,"3,35 Mio",6016,4016,"29,60 Mio",jeonju,ville;architecture;nuit,Long kiosque sur le pont,
D5600_002531,standard,2019-10-22T19:31:53+08:00,1/50 s,3200,1.8,35.0,6016,4016,"9,10 Mio",1920,1282,"480,26 kio",3000,2003,"2,07 Mio",3840,2563,"3,52 Mio",6016,4016,"30,16 Mio",jeonju,toit;nuit;architecture,Le mur du parc,Parce que même les murs ont droit à un toit avec faite à 4 couches de tuiles !
D5600_002544,vertical,2019-10-22T20:37:00+08:00,1/30 s,3200,3.2,35.0,3760,5641,"6,99 Mio",1280,1920,"678,89 kio",2000,3000,"2,21 Mio",2560,3840,"3,45 Mio",6016,4016,"30,40 Mio",jeonju,nuit;quotidien,Le gardien du rien,"Ce lion ne gardait rien du tout, même pas un temple."
D5600_002554,vertical,2019-10-22T22:26:40+08:00,1/30 s,3200,2.8,35.0,4016,6016,"6,84 Mio",1282,1920,"530,14 kio",2003,3000,"1,97 Mio",2563,3840,"3,07 Mio",6016,4016,"30,13 Mio",jeonju,nuit;etrange,Escargot aux lettres ?,
D5600_002560,vertical,2019-10-23T11:25:20+08:00,1/500 s,400,9.0,30.0,4016,6016,"8,17 Mio",1282,1920,"631,87 kio",2003,3000,"2,34 Mio",2563,3840,"3,69 Mio",6016,4016,"24,28 Mio",jeonju,architecture;hanok;ondol,Cheminée décorée,
D5600_002562,standard,2019-10-23T11:39:03+08:00,1/200 s,400,9.0,62.0,6016,4016,"7,06 Mio",1920,1282,"771,66 kio",3000,2003,"2,31 Mio",3840,2563,"3,45 Mio",6016,4016,"27,01 Mio",jeonju,etrange;quotidien,Le robot dans la cour,On peut habiter dans un quartier entier de hanok **et** avoir un robot dans sa cour !
D5600_002563,vertical,2019-10-23T11:40:10+08:00,1/100 s,400,9.0,58.0,4016,6016,"6,28 Mio",1282,1920,"624,30 kio",2003,3000,"2,00 Mio",2563,3840,"3,02 Mio",6016,4016,"26,33 Mio",jeonju,quotidien;objet;histoire,L’inscription sur la porte,Beaucoup de vieilles portes ont cette inscription. Je ne sais pas ce que ça signifie.
D5600_002566,standard,2019-10-23T11:45:59+08:00,1/160 s,200,14.0,40.0,6016,4016,"7,17 Mio",1920,1282,"776,27 kio",3000,2003,"2,31 Mio",3840,2563,"3,44 Mio",6016,4016,"25,00 Mio",jeonju,ville;etrange;moderne,Tour Eiffel,
D5600_002568,standard,2019-10-23T11:46:44+08:00,1/40 s,200,14.0,25.0,6016,4016,"5,08 Mio",1920,1282,"510,03 kio",3000,2003,"1,61 Mio",3840,2563,"2,43 Mio",6016,4016,"24,40 Mio",jeonju,etrange,Moi aussi.,
D5600_002571,standard,2019-10-23T12:45:00+08:00,1/60 s,100,6.7,18.0,6016,4016,"5,35 Mio",1920,1282,"596,03 kio",3000,2003,"1,76 Mio",3840,2563,"2,61 Mio",6016,4016,"24,50 Mio",jeonju,architecture;parc,Le mur au milieu du parc,"« Comment ça, c’est pas droit ? »"
D5600_002575,autre,2019-10-23T12:49:25+08:00,1/125 s,1600,4.5,40.0,6016,3482,"7,82 Mio",1920,1111,"619,31 kio",3000,1736,"2,24 Mio",3840,2223,"3,51 Mio",6016,4016,"28,72 Mio",jeonju,histoire;peinture;tresor,Portrait du roi Taejo,[Trésor National n°317](https://fr.wikipedia.org/wiki/Trésors_nationaux_de_Corée_du_Sud)
D5600_002576,autre,2019-10-23T12:50:33+08:00,1/60 s,1600,4.0,28.0,3446,4156,"4,84 Mio",1592,1920,"735,36 kio",2487,3000,"2,75 Mio",3184,3840,"4,22 Mio",6016,4016,"28,94 Mio",jeonju,histoire;peinture,… cheval ?,Pas sûr que le dessinateur ait jamais vu un cheval.
D5600_002579,autre,2019-10-23T13:06:12+08:00,1/15 s,1600,4.0,24.0,3724,5001,"6,96 Mio",1430,1920,"841,01 kio",2234,3000,"2,91 Mio",2859,3840,"4,45 Mio",6016,4016,"28,78 Mio",jeonju,histoire;objet,Chaise à porteurs,
D5600_002582,standard,2019-10-23T13:18:55+08:00,1/45 s,100,11.0,35.0,6016,4016,"11,02 Mio",1920,1282,"1,10 Mio",3000,2003,"3,50 Mio",3840,2563,"5,23 Mio",6016,4016,"28,69 Mio",jeonju,architecture;confucius;parc,Dédale du sanctuaire Gyeonggijeon,
D5600_002588,standard,2019-10-23T13:21:21+08:00,1/180 s,100,11.0,52.0,6016,4016,"5,33 Mio",1920,1282,"501,90 kio",3000,2003,"1,66 Mio",3840,2563,"2,51 Mio",6016,4016,"22,99 Mio",jeonju,architecture;etrange;parc,Sanctuaire et Cathédrale,
D5600_002593,vertical,2019-10-23T13:25:46+08:00,1/45 s,100,11.0,40.0,4016,6016,"6,86 Mio",1282,1920,"644,02 kio",2003,3000,"2,09 Mio",2563,3840,"3,20 Mio",6016,4016,"24,13 Mio",jeonju,architecture,Une dépendance ?,
D5600_002595,carre,2019-10-23T13:26:58+08:00,1/90 s,400,11.0,35.0,4016,4016,"4,83 Mio",1920,1920,"877,71 kio",3000,3000,"2,96 Mio",3840,3840,"4,48 Mio",6016,4016,"25,35 Mio",jeonju,architecture;trone,Le trône le plus simple,
D5600_002604,standard,2019-10-23T13:31:42+08:00,1/60 s,400,16.0,21.0,6016,4016,"8,32 Mio",1920,1282,"938,25 kio",3000,2003,"2,75 Mio",3840,2563,"4,07 Mio",6016,4016,"26,68 Mio",jeonju,palais;architecture;toit,À la croisée des toits,
D5600_002608,autre,2019-10-23T13:33:27+08:00,1/15 s,100,11.0,35.0,5420,4015,"6,64 Mio",1920,1422,"887,51 kio",3000,2222,"2,63 Mio",3840,2845,"3,88 Mio",6016,4016,"28,00 Mio",jeonju,architecture;toit;parc,Vers les dépendances,"L’allée de bambous, derrière, est envahie de photographes"
D5600_002610,standard,2019-10-23T13:36:35+08:00,1/60 s,100,11.0,30.0,6016,4016,"7,63 Mio",1920,1282,"816,00 kio",3000,2003,"2,47 Mio",3840,2563,"3,67 Mio",6016,4016,"27,10 Mio",jeonju,architecture;palais;toit;histoire;tresor,Le Jeonjusago,"A contenu 1893 volumes d’annales couvrant 472 ans l’histoire de la Corée, avant leur transfert à l’UNESCO. Les annales sont le Trésor National n°151."
D5600_002612,standard,2019-10-23T13:39:15+08:00,1/60 s,3200,5.6,105.0,6016,4016,"6,32 Mio",1920,1282,"444,90 kio",3000,2003,"1,69 Mio",3840,2563,"2,70 Mio",6016,4016,"30,73 Mio",jeonju,histoire;objet,Lettrés gérant les annales,
D5600_002613,standard,2019-10-23T13:43:54+08:00,1/45 s,200,9.5,32.0,6016,4016,"10,11 Mio",1920,1282,"1,02 Mio",3000,2003,"3,20 Mio",3840,2563,"4,80 Mio",6016,4016,"26,63 Mio",jeonju,parc;architecture;toit,Une entrée du parc,
D5600_002615,standard,2019-10-23T14:49:01+08:00,1/125 s,100,9.5,80.0,6016,4016,"5,80 Mio",1920,1282,"668,22 kio",3000,2003,"1,97 Mio",3840,2563,"2,89 Mio",6016,4016,"24,88 Mio",jeonju,costume,Jeunes femmes en costume,
D5600_002617,standard,2019-10-23T14:55:43+08:00,1/30 s,100,11.0,26.0,6016,4016,"6,77 Mio",1920,1282,"807,44 kio",3000,2003,"2,30 Mio",3840,2563,"3,37 Mio",6016,4016,"25,58 Mio",jeonju,ville;etrange;quotidien,"Derrière l’ancien, le moderne","Ce quartier fut celui où j’ai le plus croisé d’enfants et adolescents, habitants comme touristes."
D5600_002618,vertical,2019-10-23T14:56:44+08:00,1/125 s,100,4.5,35.0,4016,6016,"8,21 Mio",1282,1920,"968,37 kio",2003,3000,"2,71 Mio",2563,3840,"3,98 Mio",6016,4016,"26,06 Mio",jeonju,sculpture;etrange,Le voyageur,
D5600_002621,standard,2019-10-23T15:08:34+08:00,1/90 s,200,11.0,42.0,5355,3570,"5,40 Mio",1920,1280,"527,01 kio",3000,2000,"1,86 Mio",3840,2560,"2,94 Mio",6016,4016,"24,49 Mio",jeonju,quotidien;costume;etrange;selection,Alliance de la tradition et de la modernité,
D5600_002626,standard,2019-10-23T15:24:14+08:00,1/45 s,200,11.0,70.0,4886,3257,"4,62 Mio",1920,1280,"718,64 kio",3000,2000,"2,14 Mio",3840,2560,"3,17 Mio",6016,4016,"26,65 Mio",jeonju,quotidien;costume;curiosite,Les sorties scolaires sont bien plus drôles ainsi !,
D5600_002627,vertical,2019-10-23T15:45:10+08:00,1/60 s,200,11.0,38.0,4016,6016,"4,75 Mio",1282,1920,"472,69 kio",2003,3000,"1,51 Mio",2563,3840,"2,27 Mio",6016,4016,"24,45 Mio",jeonju,architecture;hanok,Hanoks,
D5600_002628,vertical,2019-10-23T15:46:20+08:00,1/60 s,200,11.0,18.0,4016,6016,"9,24 Mio",1282,1920,"1,15 Mio",2003,3000,"3,24 Mio",2563,3840,"4,67 Mio",6016,4016,"28,24 Mio",jeonju,costume;curiosite;plante,Mur de roses,On ne lésine pas sur les moyens pour louer ses costumes !
D5600_002632,standard,2019-10-23T15:50:45+08:00,1/60 s,200,5.6,22.0,6016,4016,"6,71 Mio",1920,1282,"714,21 kio",3000,2003,"2,20 Mio",3840,2563,"3,27 Mio",6016,4016,"25,49 Mio",jeonju,quotidien;curiosite,« Arrêtez-vous si des piétons traversent !! »,"Personnellement j’aurais plutôt envie de fuir, vite et loin."
D5600_002638,carre,2019-10-23T16:16:08+08:00,1/750 s,100,4.5,40.0,3733,3733,"4,11 Mio",1920,1920,"1008,52 kio",3000,3000,"2,95 Mio",3840,3840,"4,00 Mio",6016,4016,"25,28 Mio",jeonju,nature;plante;noiretblanc,Arbre au ciel gris,
D5600_002641,autre,2019-10-23T16:57:01+08:00,1/90 s,100,4.0,28.0,2996,4782,"4,95 Mio",1203,1920,"701,04 kio",1880,3000,"2,30 Mio",2406,3840,"3,46 Mio",6016,4016,"25,59 Mio",jeonju,decomur,Édouard aux Mains d’Argent,
D5600_002642,carre,2019-10-23T16:57:24+08:00,1/30 s,100,5.6,105.0,3709,3709,"3,41 Mio",1920,1920,"798,08 kio",3000,3000,"2,46 Mio",3840,3840,"3,53 Mio",6016,4016,"24,47 Mio",jeonju,quotidien;animal,Pie,
D5600_002644,autre,2019-10-23T16:58:49+08:00,1/45 s,200,11.0,22.0,6016,3691,"7,17 Mio",1920,1178,"725,82 kio",3000,1841,"2,28 Mio",3840,2356,"3,43 Mio",6016,4016,"24,68 Mio",jeonju,quotidien;ville;moderne,Vue sur Jeonju,"Même pourvue de son quartier de hanoks, Jeonju reste une ville moche – comme l’intégralité des villes coréennes."
D5600_002646,autre,2019-10-23T17:00:18+08:00,1/45 s,200,5.6,18.0,3125,4654,"5,42 Mio",1289,1920,"901,04 kio",2014,3000,"2,73 Mio",2578,3840,"4,03 Mio",6016,4016,"28,58 Mio",jeonju,decomur,City Hunter (Ryo et Kaori),
D5600_002649,autre,2019-10-23T17:01:15+08:00,1/90 s,200,6.7,30.0,5069,3243,"5,49 Mio",1920,1228,"790,54 kio",3000,1919,"2,39 Mio",3840,2457,"3,55 Mio",6016,4016,"27,24 Mio",jeonju,decomur,Slam Dunk,
D5600_002650,standard,2019-10-23T17:01:27+08:00,1/60 s,200,6.7,21.0,6016,4016,"6,21 Mio",1920,1282,"580,37 kio",3000,2003,"1,96 Mio",3840,2563,"2,96 Mio",6016,4016,"25,40 Mio",jeonju,quotidien;curiosite,Tags d’amours,"Les jeunes sont tous les mêmes, partout dans l’univers."
D5600_002653,autre,2019-10-23T17:03:08+08:00,1/60 s,200,6.7,22.0,4807,2940,"4,80 Mio",1920,1174,"726,27 kio",3000,1835,"2,27 Mio",3840,2349,"3,38 Mio",6016,4016,"25,91 Mio",jeonju,decomur,John Lennon,
D5600_002654,standard,2019-10-23T17:03:11+08:00,1/60 s,200,6.7,22.0,4120,2760,"4,64 Mio",1920,1286,"900,75 kio",3000,2010,"2,80 Mio",3840,2572,"4,15 Mio",6016,4016,"25,96 Mio",jeonju,decomur,Marilyn Monroe et Michael Jackson,
D5600_002655,autre,2019-10-23T17:03:30+08:00,1/60 s,200,6.7,22.0,4836,2930,"4,18 Mio",1920,1163,"572,35 kio",3000,1818,"1,90 Mio",3840,2327,"2,87 Mio",6016,4016,"25,07 Mio",jeonju,decomur,Yellow Submarine,
D5600_002661,standard,2019-10-23T17:10:00+08:00,1/90 s,400,8.0,22.0,6016,4016,"7,27 Mio",1920,1282,"765,26 kio",3000,2003,"2,34 Mio",3840,2563,"3,50 Mio",6016,4016,"27,19 Mio",jeonju,quotidien;curiosite;plante,"Entre deux maisons, des poireaux",Le moindre bout de terrain plat est cultivé.
D5600_002662,standard,2019-10-23T17:10:35+08:00,1/125 s,400,8.0,45.0,6016,4016,"7,49 Mio",1920,1282,"717,12 kio",3000,2003,"2,33 Mio",3840,2563,"3,54 Mio",6016,4016,"25,55 Mio",jeonju,ville;moderne;montagne;foret,Jeonju entre les montagnes,
D5600_002671,standard,2019-10-23T17:19:57+08:00,1/90 s,400,9.5,25.0,6016,4016,"5,42 Mio",1920,1282,"502,83 kio",3000,2003,"1,66 Mio",3840,2563,"2,54 Mio",6016,4016,"24,53 Mio",jeonju,moderne;toit,Toit du tricheur,La tôle ondulée coute quand même moins cher qu’un toit traditionnel !
D5600_002672,standard,2019-10-23T17:22:27+08:00,1/30 s,400,9.5,22.0,6016,4016,"9,02 Mio",1920,1282,"940,71 kio",3000,2003,"2,92 Mio",3840,2563,"4,37 Mio",6016,4016,"28,38 Mio",jeonju,confucius;sculpture,Stèles,
D5600_002679,standard,2019-10-23T17:26:02+08:00,1/45 s,400,9.5,34.0,6016,4016,"7,15 Mio",1920,1282,"722,03 kio",3000,2003,"2,27 Mio",3840,2563,"3,42 Mio",6016,4016,"26,82 Mio",jeonju,confucius;parc;architecture;plante,Jardin de l’école confucéenne,
D5600_002680,vertical,2019-10-23T17:26:35+08:00,1/90 s,400,9.5,32.0,4016,6016,"13,54 Mio",1282,1920,"1,18 Mio",2003,3000,"4,08 Mio",2563,3840,"6,27 Mio",6016,4016,"27,16 Mio",jeonju,confucius;parc;architecture,La porte au ginko,
D5600_002682,standard,2019-10-23T17:28:03+08:00,1/30 s,400,9.5,21.0,6016,4016,"9,11 Mio",1920,1282,"855,71 kio",3000,2003,"2,82 Mio",3840,2563,"4,29 Mio",6016,4016,"26,40 Mio",jeonju,confucius;parc;architecture,Un bâtiment de l’école confucéenne,
D5600_002693,autre,2019-10-23T17:44:34+08:00,1/25 s,400,4.5,34.0,4908,3506,"4,80 Mio",1920,1372,"650,97 kio",3000,2143,"2,12 Mio",3840,2743,"3,22 Mio",6016,4016,"26,33 Mio",jeonju,quotidien;etrange,« International Slow City / Village Hanok de Jeonju »,
D5600_002694,autre,2019-10-23T17:47:52+08:00,1/80 s,400,5.3,62.0,3655,4114,"3,36 Mio",1706,1920,"547,73 kio",2665,3000,"1,98 Mio",3412,3840,"3,02 Mio",6016,4016,"25,25 Mio",jeonju,objet;etrange,Souriez !,
D5600_002695,autre,2019-10-23T17:48:22+08:00,1/160 s,400,4.5,24.0,3801,4552,"5,03 Mio",1603,1920,"739,18 kio",2505,3000,"2,53 Mio",3206,3840,"3,83 Mio",6016,4016,"26,52 Mio",jeonju,decomur,Personnage au parapluie,
D5600_002696,autre,2019-10-23T17:48:33+08:00,1/100 s,400,4.5,34.0,3490,3713,"4,47 Mio",1805,1920,"997,64 kio",2820,3000,"3,17 Mio",3609,3840,"4,47 Mio",6016,4016,"26,78 Mio",jeonju,decomur,Golmokgil Guest House,
D5600_002699,standard,2019-10-23T17:54:17+08:00,1/40 s,400,7.1,34.0,6016,4016,"7,39 Mio",1920,1282,"677,27 kio",3000,2003,"2,23 Mio",3840,2563,"3,44 Mio",6016,4016,"25,74 Mio",jeonju,quotidien;montagne;curiosite,Bibliothèque avec vue,Ce pavillion-bibliothèque en accès libre doit être peu pratique en hiver.
D5600_002700,standard,2019-10-23T17:54:57+08:00,1/80 s,400,7.1,58.0,4364,2909,"3,75 Mio",1920,1280,"594,46 kio",3000,2000,"2,02 Mio",3840,2560,"3,05 Mio",6016,4016,"25,09 Mio",jeonju,objet;etrange,Logo de la Police,
D5600_002701,standard,2019-10-23T17:55:46+08:00,1/125 s,400,5.6,105.0,6016,4016,"5,36 Mio",1920,1282,"333,07 kio",3000,2003,"1,40 Mio",3840,2563,"2,29 Mio",6016,4016,"24,74 Mio",jeonju,ville;plante,Fleur en ville,
D5600_002702,standard,2019-10-23T17:57:41+08:00,1/60 s,400,5.6,105.0,5168,3450,"3,51 Mio",1920,1282,"316,55 kio",3000,2003,"1,31 Mio",3840,2563,"2,09 Mio",6016,4016,"24,99 Mio",jeonju,objet,Muret aux céramiques,
D5600_002704,standard,2019-10-23T18:07:28+08:00,1/100 s,400,5.6,26.0,6016,4016,"8,03 Mio",1920,1282,"702,21 kio",3000,2003,"2,46 Mio",3840,2563,"3,78 Mio",6016,4016,"24,79 Mio",jeonju,architecture;toit,Porte de Pungnam,
D5600_002709,vertical,2019-10-23T18:13:08+08:00,1/125 s,400,7.1,18.0,4016,6016,"6,93 Mio",1282,1920,"548,44 kio",2003,3000,"2,05 Mio",2563,3840,"3,22 Mio",6016,4016,"24,69 Mio",jeonju,architecture;etrange,La cathédrale Jeondong,La [cathédrale Jeondong](https://fr.wikipedia.org/wiki/Cathédrale_Jeondong) est l’une des plus anciennes de Corée du Sud.
D5600_002710,carre,2019-10-23T21:28:46+08:00,1/60 s,3200,5.0,52.0,3861,3861,"5,76 Mio",1920,1920,"1,16 Mio",3000,3000,"3,83 Mio",3840,3840,"5,68 Mio",6016,4016,"29,65 Mio",jeonju,nuit;ville,Nuit à Jeonju,
D5600_002711,standard,2019-10-23T21:35:33+08:00,1/10 s,3200,4.5,38.0,6016,4016,"8,22 Mio",1920,1282,"589,10 kio",3000,2003,"2,36 Mio",3840,2563,"3,71 Mio",6016,4016,"28,71 Mio",jeonju,nuit;architecture;curiosite,Mur lumineux,
D5600_002716,standard,2019-10-24T17:35:40+08:00,1/50 s,160,16.0,35.0,5774,3854,"4,93 Mio",1920,1282,"568,19 kio",3000,2002,"1,74 Mio",3840,2563,"2,58 Mio",6016,4016,"24,61 Mio",wando,mer;quotidien,Port de Wando,
D5600_002722,vertical,2019-10-24T17:39:22+08:00,1/250 s,160,11.0,35.0,4016,6016,"7,11 Mio",1282,1920,"652,42 kio",2003,3000,"2,18 Mio",2563,3840,"3,32 Mio",6016,4016,"24,85 Mio",wando,curiosite,Oserez-vous monter ?,
D5600_002723,vertical,2019-10-24T17:39:46+08:00,1/60 s,160,11.0,35.0,3529,5285,"2,76 Mio",1282,1920,"293,64 kio",2003,3000,"1,08 Mio",2564,3840,"1,65 Mio",6016,4016,"23,21 Mio",wando,curiosite,Le pneu du bateau,
D5600_002728,standard,2019-10-24T17:49:11+08:00,1/400 s,160,11.0,35.0,5969,3985,"4,24 Mio",1920,1282,"438,43 kio",3000,2003,"1,43 Mio",3840,2564,"2,12 Mio",6016,4016,"23,31 Mio",wando,ville;moderne;quotidien,Wando à contre-jour,
D5600_002741,ecran,2019-10-24T18:00:25+08:00,1/100 s,160,11.0,35.0,5897,3317,"4,52 Mio",1920,1080,"424,00 kio",3000,1687,"1,47 Mio",3840,2160,"2,22 Mio",6016,4016,"23,39 Mio",wando,mer;montagne,Panorama au pont rouge,
D5600_002745,ecran,2019-10-24T18:01:42+08:00,1/80 s,160,11.0,35.0,5352,3010,"2,98 Mio",1920,1080,"322,14 kio",3000,1687,"1,15 Mio",3840,2160,"1,74 Mio",6016,4016,"24,08 Mio",wando,mer;montagne;foret,Vue aux huit plans,
D5600_002746,standard,2019-10-24T18:02:09+08:00,1/2000 s,160,1.8,35.0,5355,3570,"7,57 Mio",1920,1280,"984,12 kio",3000,2000,"2,94 Mio",3840,2560,"4,38 Mio",6016,4016,"25,88 Mio",wando,parc;curiosite,Bonjour. Aimez-vous les fleurs ?,
D5600_002748,standard,2019-10-24T18:02:53+08:00,1/2500 s,160,1.8,35.0,6016,4016,"6,63 Mio",1920,1282,"661,82 kio",3000,2003,"2,09 Mio",3840,2563,"3,14 Mio",6016,4016,"24,38 Mio",wando,parc;mer;curiosite,L’oiseau gardien de la baie,
D5600_002751,standard,2019-10-24T18:04:11+08:00,1/80 s,160,11.0,35.0,5863,3908,"4,86 Mio",1920,1280,"493,75 kio",3000,2000,"1,64 Mio",3840,2560,"2,47 Mio",6016,4016,"23,61 Mio",wando,moderne;parc,La tour de Wando,
D5600_002752,standard,2019-10-24T18:04:31+08:00,1/200 s,160,4.5,35.0,5182,3454,"7,77 Mio",1920,1280,"1,01 Mio",3000,2000,"3,20 Mio",3840,2560,"4,78 Mio",6016,4016,"27,06 Mio",wando,sculpture;curiosite;parc,Conque à fleur,
D5600_002754,standard,2019-10-24T18:04:59+08:00,1/60 s,160,11.0,35.0,6016,4016,"8,50 Mio",1920,1282,"926,13 kio",3000,2003,"2,77 Mio",3840,2563,"4,10 Mio",6016,4016,"25,22 Mio",wando,parc;sculpture;quotidien,Fête des fleurs à Wando,
D5600_002762,ecran,2019-10-24T18:11:30+08:00,1/50 s,160,11.0,35.0,5964,3355,"3,84 Mio",1920,1080,"337,54 kio",3000,1688,"1,20 Mio",3840,2160,"1,83 Mio",6016,4016,"23,51 Mio",wando,mer;montagne,Parcs à coquillages,
D5600_002784,vertical,2019-10-24T18:39:44+08:00,1/60 s,400,1.8,35.0,4016,6016,"6,60 Mio",1282,1920,"537,55 kio",2003,3000,"1,87 Mio",2563,3840,"2,95 Mio",6016,4016,"25,53 Mio",wando,objet;plante,Bonzaï,
D5600_002787,standard,2019-10-24T18:41:24+08:00,1/80 s,400,9.0,35.0,6016,4016,"5,88 Mio",1920,1282,"505,47 kio",3000,2003,"1,77 Mio",3840,2563,"2,72 Mio",6016,4016,"24,38 Mio",wando,parc;curiosite,Portail-mouette,
D5600_002791,standard,2019-10-24T18:42:49+08:00,1/400 s,400,1.8,35.0,6016,4016,"5,50 Mio",1920,1282,"459,17 kio",3000,2003,"1,57 Mio",3840,2563,"2,46 Mio",6016,4016,"24,39 Mio",wando,parc,Encore plus de fleurs,
D5600_002794,panoramique,2019-10-24T18:53:46+08:00,1/80 s,800,4.0,35.0,6016,2005,"3,03 Mio",1920,640,"209,34 kio",3000,1000,"876,56 kio",3840,1280,"1,35 Mio",6016,4016,"26,58 Mio",wando,mer;montagne;foret,Panorama aux lumières rouges et jaunes,
D5600_002798,standard,2019-10-24T18:55:31+08:00,1/100 s,1600,5.6,35.0,6016,4016,"5,64 Mio",1920,1282,"448,96 kio",3000,2003,"1,65 Mio",3840,2563,"2,58 Mio",6016,4016,"27,80 Mio",wando,mer;montagne;ville;moderne,Crépuscule sur Wando,
D5600_002809,autre,2019-10-24T19:16:15+08:00,1/40 s,1600,1.8,35.0,5899,3504,"3,79 Mio",1920,1140,"347,15 kio",3000,1782,"1,20 Mio",3840,2281,"1,84 Mio",6016,4016,"28,58 Mio",wando,mer;foret;nuit,L’île aux amoureux,Cette île en forme de cœur est éclairée la nuit…
D5600_002858,standard,2019-10-25T17:32:39+08:00,1/400 s,200,1.8,35.0,6016,4016,"6,36 Mio",1920,1282,"614,94 kio",3000,2003,"1,96 Mio",3840,2563,"2,98 Mio",6016,4016,"25,41 Mio",seogwipo,objet;curiosite;sculpture,Trois personnages sur deux pots à kimchi,
D5600_002861,vertical,2019-10-25T17:34:56+08:00,1/60 s,200,11.0,35.0,4016,6016,"7,57 Mio",1282,1920,"712,37 kio",2003,3000,"2,41 Mio",2563,3840,"3,65 Mio",6016,4016,"27,10 Mio",seogwipo,moderne;quotidien;curiosite,Balcons et caisses à climatisation,
D5600_002862,standard,2019-10-25T17:36:44+08:00,1/20 s,200,11.0,35.0,6016,4016,"9,45 Mio",1920,1282,"1,08 Mio",3000,2003,"3,12 Mio",3840,2563,"4,60 Mio",6016,4016,"27,23 Mio",seogwipo,etrange;sculpture,Monsieur se repose,"À un mètre du bord du trottoir, ce genre de sculpture. Jeju semble avoir une spécialité de sculptures insolites."
D5600_002865,standard,2019-10-25T17:54:59+08:00,1/100 s,400,11.0,35.0,6016,4016,"7,41 Mio",1920,1282,"741,64 kio",3000,2003,"2,33 Mio",3840,2563,"3,53 Mio",6016,4016,"26,22 Mio",seogwipo,quotidien;ville,Entrée d’un quartier commerçant,"Beaucoup de quartiers commerçants se signalent au chalands par ce genre de portiques, plus ou moins réussis…"
D5600_002867,panoramique,2019-10-25T18:07:42+08:00,1/320 s,400,4.5,35.0,6016,2923,"5,91 Mio",1920,933,"512,62 kio",3000,1458,"1,80 Mio",3840,1866,"2,78 Mio",6016,4016,"26,85 Mio",seogwipo,decomur;histoire,Scène de rue « historique » (1),
D5600_002868,panoramique,2019-10-25T18:07:47+08:00,1/320 s,400,4.5,35.0,5707,2877,"5,44 Mio",1920,968,"504,32 kio",3000,1512,"1,81 Mio",3840,1936,"2,79 Mio",6016,4016,"26,51 Mio",seogwipo,decomur;histoire,Scène de rue « historique » (2),
D5600_002872,standard,2019-10-25T18:12:15+08:00,1/40 s,400,9.0,35.0,6016,4016,"12,27 Mio",1920,1282,"1,19 Mio",3000,2003,"3,96 Mio",3840,2563,"5,92 Mio",6016,4016,"30,30 Mio",seogwipo,quotidien;curiosite,Faites du sport !,"Il y a nombre de ces installations sportives en libre-service à Jeju, mais je n’ai vu presque personne s’en servir."
D5600_002882,standard,2019-10-25T18:21:15+08:00,1/800 s,400,1.8,35.0,6016,4016,"5,42 Mio",1920,1282,"423,85 kio",3000,2003,"1,52 Mio",3840,2563,"2,41 Mio",6016,4016,"24,84 Mio",seogwipo,quotidien;plante,Haie à baies rouges,Moult haies sont faites de cet arbustes.
D5600_002889,standard,2019-10-25T18:26:06+08:00,1/125 s,400,10.0,35.0,5964,3981,"7,35 Mio",1920,1282,"692,61 kio",3000,2003,"2,34 Mio",3840,2563,"3,56 Mio",6016,4016,"25,57 Mio",seogwipo,quotidien;mer,Le port de Seogwipo,
D5600_002892,standard,2019-10-25T18:30:58+08:00,1/60 s,400,8.0,35.0,5691,3799,"6,39 Mio",1920,1282,"703,24 kio",3000,2003,"2,27 Mio",3840,2563,"3,41 Mio",6016,4016,"26,71 Mio",seogwipo,quotidien;moderne;toit,Toits-piscines,"D’accord, mais s’il pleut ?"
D5600_002895,standard,2019-10-25T18:34:46+08:00,1/100 s,400,8.0,35.0,5720,3818,"6,46 Mio",1920,1282,"633,92 kio",3000,2002,"2,18 Mio",3840,2563,"3,33 Mio",6016,4016,"25,04 Mio",seogwipo,quotidien;curiosite,Double vue,"En cas de brouillard, regardez le mur pour la vue."
